date,product_id,product_name,amazon,flipkart,jiomart,blinkit,zepto,dmart_ready
2024-02-29,P009,Fortune Sunflower Oil 1L,134.3,138.24,136.69,145.72,141.39,129.1
2024-03-01,P009,Fortune Sunflower Oil 1L,141.88,148.19,136.04,147.13,147.32,134.53
2024-03-02,P009,Fortune Sunflower Oil 1L,139.58,147.19,140.01,150.05,147.5,139.21
2024-03-03,P009,Fortune Sunflower Oil 1L,139.6,144.53,135.89,147.66,149.28,132.67
2024-03-04,P009,Fortune Sunflower Oil 1L,142.18,142.15,133.86,148.99,151.07,131.59
2024-03-05,P009,Fortune Sunflower Oil 1L,145.65,150.94,141.68,158.19,155.04,136.43
2024-03-06,P009,Fortune Sunflower Oil 1L,147.01,146.26,138.68,158.56,157.08,139.45
2024-03-07,P009,Fortune Sunflower Oil 1L,147.72,144.45,134.86,149.91,154.29,140.29
2024-03-08,P009,Fortune Sunflower Oil 1L,149.19,150.33,136.51,154.34,151.99,140.1
2024-03-09,P009,Fortune Sunflower Oil 1L,141.94,146.65,133.11,145.73,151.24,129.62
2024-03-10,P009,Fortune Sunflower Oil 1L,138.24,142.8,139.16,155.31,151.55,133.69
2024-03-11,P009,Fortune Sunflower Oil 1L,148.81,153.58,137.38,150.83,158.21,134.67
2024-03-12,P009,Fortune Sunflower Oil 1L,144.91,147.36,133.88,153.52,151.73,134.46
2024-03-13,P009,Fortune Sunflower Oil 1L,143.49,143.21,135.45,144.57,149.61,135.4
2024-03-14,P009,Fortune Sunflower Oil 1L,137.36,140.8,137.67,154.0,152.53,137.3
2024-03-15,P009,Fortune Sunflower Oil 1L,139.48,144.78,142.0,147.31,150.66,136.07
2024-03-16,P009,Fortune Sunflower Oil 1L,151.61,154.24,146.99,156.23,156.77,143.38
2024-03-17,P009,Fortune Sunflower Oil 1L,147.81,149.3,135.5,153.87,147.57,139.4
2024-03-18,P009,Fortune Sunflower Oil 1L,144.16,140.72,139.74,149.95,151.92,131.88
2024-03-19,P009,Fortune Sunflower Oil 1L,144.33,142.01,134.9,148.18,148.48,135.35
2024-03-20,P009,Fortune Sunflower Oil 1L,146.12,150.59,140.07,155.38,149.66,136.7
2024-03-21,P009,Fortune Sunflower Oil 1L,146.01,147.21,146.99,157.87,150.97,138.26
2024-03-22,P009,Fortune Sunflower Oil 1L,149.68,148.63,137.94,153.63,155.29,142.08
2024-03-23,P009,Fortune Sunflower Oil 1L,150.09,154.77,142.8,152.58,154.48,138.65
2024-03-24,P009,Fortune Sunflower Oil 1L,150.69,153.87,139.39,153.18,153.09,140.3
2024-03-25,P009,Fortune Sunflower Oil 1L,147.58,150.31,148.39,160.6,155.6,141.01
2024-03-26,P009,Fortune Sunflower Oil 1L,142.36,145.63,138.74,159.59,155.4,137.34
2024-03-27,P009,Fortune Sunflower Oil 1L,145.76,154.22,140.5,151.75,155.15,136.86
2024-03-28,P009,Fortune Sunflower Oil 1L,144.91,145.55,138.71,151.71,150.44,135.42
2024-03-29,P009,Fortune Sunflower Oil 1L,142.06,142.26,131.7,146.77,145.11,129.78
2024-03-30,P009,Fortune Sunflower Oil 1L,148.38,147.57,138.41,148.27,148.09,141.12
2024-03-31,P009,Fortune Sunflower Oil 1L,144.83,150.98,134.84,147.68,154.29,139.32
2024-04-01,P009,Fortune Sunflower Oil 1L,141.41,150.24,136.56,149.1,153.79,133.36
2024-04-02,P009,Fortune Sunflower Oil 1L,151.84,147.12,141.18,154.71,150.46,143.5
2024-04-03,P009,Fortune Sunflower Oil 1L,148.45,153.61,139.81,154.49,150.38,142.85
2024-04-04,P009,Fortune Sunflower Oil 1L,141.01,150.96,139.67,149.34,149.08,138.6
2024-04-05,P009,Fortune Sunflower Oil 1L,145.99,142.27,133.88,151.35,147.59,138.66
2024-04-06,P009,Fortune Sunflower Oil 1L,149.64,147.83,143.25,156.31,150.52,135.2
2024-04-07,P009,Fortune Sunflower Oil 1L,145.28,150.73,139.47,151.78,156.41,136.4
2024-04-08,P009,Fortune Sunflower Oil 1L,145.23,145.0,143.44,152.29,149.38,138.61
2024-04-09,P009,Fortune Sunflower Oil 1L,144.76,143.01,139.48,148.32,145.88,139.15
2024-04-10,P009,Fortune Sunflower Oil 1L,149.76,150.25,148.76,157.92,153.99,146.01
2024-04-11,P009,Fortune Sunflower Oil 1L,145.18,146.56,145.76,152.03,159.6,138.72
2024-04-12,P009,Fortune Sunflower Oil 1L,140.02,142.83,133.77,150.32,145.47,133.04
2024-04-13,P009,Fortune Sunflower Oil 1L,147.71,154.35,142.57,155.73,155.13,143.65
2024-04-14,P009,Fortune Sunflower Oil 1L,145.26,148.44,135.65,154.39,155.14,140.43
2024-04-15,P009,Fortune Sunflower Oil 1L,149.96,151.27,144.67,155.34,151.51,141.0
2024-04-16,P009,Fortune Sunflower Oil 1L,146.87,156.63,141.47,156.85,159.51,144.07
2024-04-17,P009,Fortune Sunflower Oil 1L,146.68,144.24,135.94,157.15,152.21,136.94
2024-04-18,P009,Fortune Sunflower Oil 1L,146.67,147.67,138.58,149.43,153.06,139.96
2024-04-19,P009,Fortune Sunflower Oil 1L,140.25,143.75,133.69,154.6,149.51,132.14
2024-04-20,P009,Fortune Sunflower Oil 1L,150.19,146.45,142.66,150.57,149.2,142.01
2024-04-21,P009,Fortune Sunflower Oil 1L,141.65,149.07,133.38,150.11,154.36,139.26
2024-04-22,P009,Fortune Sunflower Oil 1L,152.5,155.77,139.51,155.09,159.04,144.22
2024-04-23,P009,Fortune Sunflower Oil 1L,145.5,151.25,136.49,148.01,152.88,134.26
2024-04-24,P009,Fortune Sunflower Oil 1L,140.4,147.11,136.69,152.96,154.75,136.6
2024-04-25,P009,Fortune Sunflower Oil 1L,146.81,154.8,146.08,156.91,159.85,146.63
2024-04-26,P009,Fortune Sunflower Oil 1L,144.3,145.3,144.54,154.09,151.97,136.98
2024-04-27,P009,Fortune Sunflower Oil 1L,150.01,147.68,144.41,155.02,159.31,144.04
2024-04-28,P009,Fortune Sunflower Oil 1L,145.68,151.25,138.23,155.28,152.82,144.0
2024-04-29,P009,Fortune Sunflower Oil 1L,149.49,154.96,147.1,153.69,156.24,139.46
2024-04-30,P009,Fortune Sunflower Oil 1L,152.96,151.9,146.33,160.01,151.28,145.49
2024-05-01,P009,Fortune Sunflower Oil 1L,138.06,139.02,137.35,145.73,145.09,137.71
2024-05-02,P009,Fortune Sunflower Oil 1L,145.04,146.69,134.83,151.11,154.18,135.63
2024-05-03,P009,Fortune Sunflower Oil 1L,143.97,152.45,144.5,154.04,151.16,135.3
2024-05-04,P009,Fortune Sunflower Oil 1L,138.72,144.76,135.72,155.58,145.62,134.23
2024-05-05,P009,Fortune Sunflower Oil 1L,147.36,147.55,148.31,151.65,158.73,137.95
2024-05-06,P009,Fortune Sunflower Oil 1L,138.56,145.24,134.35,147.94,152.35,131.52
2024-05-07,P009,Fortune Sunflower Oil 1L,144.87,140.11,137.6,145.95,143.8,132.38
2024-05-08,P009,Fortune Sunflower Oil 1L,147.51,151.81,145.84,150.94,150.97,137.28
2024-05-09,P009,Fortune Sunflower Oil 1L,144.69,152.62,143.07,149.93,157.46,139.61
2024-05-10,P009,Fortune Sunflower Oil 1L,145.97,145.61,140.16,147.09,155.02,137.96
2024-05-11,P009,Fortune Sunflower Oil 1L,147.9,146.51,145.7,156.89,150.33,141.3
2024-05-12,P009,Fortune Sunflower Oil 1L,144.03,149.1,140.23,150.42,150.24,139.11
2024-05-13,P009,Fortune Sunflower Oil 1L,146.39,143.85,139.6,149.25,150.38,131.09
2024-05-14,P009,Fortune Sunflower Oil 1L,149.37,150.3,139.79,150.59,151.2,133.35
2024-05-15,P009,Fortune Sunflower Oil 1L,152.68,148.77,139.15,153.71,154.15,140.95
2024-05-16,P009,Fortune Sunflower Oil 1L,140.62,145.28,136.81,153.38,153.11,132.37
2024-05-17,P009,Fortune Sunflower Oil 1L,147.06,152.03,140.7,150.13,150.64,139.13
2024-05-18,P009,Fortune Sunflower Oil 1L,149.66,150.62,140.31,161.01,152.86,145.26
2024-05-19,P009,Fortune Sunflower Oil 1L,149.38,149.26,140.07,152.44,151.48,136.0
2024-05-20,P009,Fortune Sunflower Oil 1L,138.24,148.51,131.94,152.9,150.61,133.02
2024-05-21,P009,Fortune Sunflower Oil 1L,145.06,142.49,138.99,145.18,147.06,136.82
2024-05-22,P009,Fortune Sunflower Oil 1L,139.13,143.57,133.36,154.11,149.98,137.26
2024-05-23,P009,Fortune Sunflower Oil 1L,148.14,147.87,147.25,162.21,153.39,141.89
2024-05-24,P009,Fortune Sunflower Oil 1L,140.95,141.38,138.09,149.15,154.27,137.43
2024-05-25,P009,Fortune Sunflower Oil 1L,142.74,147.17,140.98,158.71,148.78,136.24
2024-05-26,P009,Fortune Sunflower Oil 1L,145.77,150.46,142.3,153.93,155.36,133.65
2024-05-27,P009,Fortune Sunflower Oil 1L,145.36,147.21,141.14,146.23,152.02,130.75
2024-05-28,P009,Fortune Sunflower Oil 1L,147.39,156.79,143.54,154.02,153.97,139.2
2024-05-29,P009,Fortune Sunflower Oil 1L,141.53,142.17,139.16,147.88,155.84,138.27
2024-05-30,P009,Fortune Sunflower Oil 1L,151.51,154.63,138.42,157.95,154.01,138.83
2024-05-31,P009,Fortune Sunflower Oil 1L,149.51,153.73,145.65,154.69,151.8,139.89
2024-06-01,P009,Fortune Sunflower Oil 1L,149.09,145.85,142.83,156.04,153.19,134.4
2024-06-02,P009,Fortune Sunflower Oil 1L,147.09,145.23,134.29,152.18,153.95,137.0
2024-06-03,P009,Fortune Sunflower Oil 1L,146.1,146.08,144.68,148.6,156.92,135.39
2024-06-04,P009,Fortune Sunflower Oil 1L,146.48,154.78,141.35,157.68,156.94,141.73
2024-06-05,P009,Fortune Sunflower Oil 1L,148.81,148.32,140.13,153.87,152.82,136.06
2024-06-06,P009,Fortune Sunflower Oil 1L,146.19,143.92,135.74,151.89,148.64,137.26
2024-06-07,P009,Fortune Sunflower Oil 1L,140.91,142.59,133.18,153.77,146.28,130.81
2024-06-08,P009,Fortune Sunflower Oil 1L,143.95,143.12,134.53,154.26,147.15,132.77
2024-06-09,P009,Fortune Sunflower Oil 1L,143.55,146.46,139.62,149.28,157.66,134.81
2024-06-10,P009,Fortune Sunflower Oil 1L,144.52,154.5,138.28,150.85,156.24,137.45
2024-06-11,P009,Fortune Sunflower Oil 1L,152.73,152.48,145.28,159.18,152.74,137.98
2024-06-12,P009,Fortune Sunflower Oil 1L,152.44,157.55,144.57,160.58,157.9,145.25
2024-06-13,P009,Fortune Sunflower Oil 1L,144.34,149.46,142.45,150.93,155.79,140.17
2024-06-14,P009,Fortune Sunflower Oil 1L,138.45,143.53,135.7,154.23,152.75,135.53
2024-06-15,P009,Fortune Sunflower Oil 1L,140.17,147.55,137.68,148.45,152.27,135.99
2024-06-16,P009,Fortune Sunflower Oil 1L,155.28,150.81,146.79,162.9,162.17,139.0
2024-06-17,P009,Fortune Sunflower Oil 1L,146.04,147.6,146.39,154.43,160.62,137.14
2024-06-18,P009,Fortune Sunflower Oil 1L,143.19,149.88,141.74,155.2,154.09,143.8
2024-06-19,P009,Fortune Sunflower Oil 1L,147.34,155.12,146.02,154.72,155.45,142.53
2024-06-20,P009,Fortune Sunflower Oil 1L,146.86,151.96,142.04,163.36,153.2,147.16
2024-06-21,P009,Fortune Sunflower Oil 1L,143.17,147.94,133.87,155.3,151.52,137.93
2024-06-22,P009,Fortune Sunflower Oil 1L,139.85,146.17,139.4,147.06,151.67,135.08
2024-06-23,P009,Fortune Sunflower Oil 1L,145.85,151.48,144.76,154.42,151.19,139.93
2024-06-24,P009,Fortune Sunflower Oil 1L,148.05,152.92,139.64,157.67,160.48,146.08
2024-06-25,P009,Fortune Sunflower Oil 1L,145.74,148.8,140.27,152.97,156.77,134.39
2024-06-26,P009,Fortune Sunflower Oil 1L,151.48,153.31,149.9,160.51,153.57,139.85
2024-06-27,P009,Fortune Sunflower Oil 1L,148.6,146.59,145.48,153.45,151.49,143.0
2024-06-28,P009,Fortune Sunflower Oil 1L,147.5,149.97,144.48,156.27,155.91,144.22
2024-06-29,P009,Fortune Sunflower Oil 1L,151.13,150.8,138.44,158.8,153.57,139.55
2024-06-30,P009,Fortune Sunflower Oil 1L,153.64,151.59,146.35,160.95,158.23,139.31
2024-07-01,P009,Fortune Sunflower Oil 1L,149.07,152.42,142.77,155.04,155.24,138.38
2024-07-02,P009,Fortune Sunflower Oil 1L,140.7,143.49,134.11,152.44,151.22,137.96
2024-07-03,P009,Fortune Sunflower Oil 1L,154.63,153.21,142.64,162.43,152.98,141.98
2024-07-04,P009,Fortune Sunflower Oil 1L,144.81,150.58,147.32,151.27,152.43,142.21
2024-07-05,P009,Fortune Sunflower Oil 1L,141.02,150.65,138.7,148.94,155.47,139.84
2024-07-06,P009,Fortune Sunflower Oil 1L,150.91,147.54,143.4,157.76,149.99,138.08
2024-07-07,P009,Fortune Sunflower Oil 1L,146.81,149.65,143.35,155.49,155.68,133.46
2024-07-08,P009,Fortune Sunflower Oil 1L,145.58,154.65,144.31,153.74,160.24,140.93
2024-07-09,P009,Fortune Sunflower Oil 1L,144.4,143.79,138.7,154.11,147.76,131.53
2024-07-10,P009,Fortune Sunflower Oil 1L,151.47,147.4,141.58,156.24,154.58,137.47
2024-07-11,P009,Fortune Sunflower Oil 1L,151.06,152.39,144.65,157.0,160.88,136.93
2024-07-12,P009,Fortune Sunflower Oil 1L,153.88,153.16,151.01,162.52,161.58,147.71
2024-07-13,P009,Fortune Sunflower Oil 1L,144.2,144.44,145.03,153.79,148.67,136.65
2024-07-14,P009,Fortune Sunflower Oil 1L,154.85,156.94,150.61,164.44,159.58,142.5
2024-07-15,P009,Fortune Sunflower Oil 1L,145.17,148.41,142.79,152.34,148.74,133.36
2024-07-16,P009,Fortune Sunflower Oil 1L,151.93,157.73,144.29,156.24,152.97,146.11
2024-07-17,P009,Fortune Sunflower Oil 1L,151.41,153.13,143.12,153.35,154.72,142.12
2024-07-18,P009,Fortune Sunflower Oil 1L,145.38,146.14,144.14,151.09,157.81,139.31
2024-07-19,P009,Fortune Sunflower Oil 1L,142.35,147.99,137.15,156.18,147.56,136.43
2024-07-20,P009,Fortune Sunflower Oil 1L,152.04,156.46,143.93,159.87,153.88,142.56
2024-07-21,P009,Fortune Sunflower Oil 1L,156.22,157.62,143.74,156.22,154.88,141.44
2024-07-22,P009,Fortune Sunflower Oil 1L,149.38,154.23,148.22,160.02,153.4,139.45
2024-07-23,P009,Fortune Sunflower Oil 1L,153.91,150.52,141.57,161.55,153.86,138.76
2024-07-24,P009,Fortune Sunflower Oil 1L,151.96,149.49,146.18,155.12,151.33,136.54
2024-07-25,P009,Fortune Sunflower Oil 1L,150.42,150.5,143.74,154.96,157.23,145.74
2024-07-26,P009,Fortune Sunflower Oil 1L,150.1,150.78,141.7,157.23,158.18,138.33
2024-07-27,P009,Fortune Sunflower Oil 1L,151.61,154.3,145.13,150.5,157.93,134.59
2024-07-28,P009,Fortune Sunflower Oil 1L,146.78,157.28,146.43,160.48,159.71,146.41
2024-07-29,P009,Fortune Sunflower Oil 1L,155.51,153.33,145.45,162.95,163.67,143.36
2024-07-30,P009,Fortune Sunflower Oil 1L,153.41,153.1,150.38,161.57,160.19,148.05
2024-07-31,P009,Fortune Sunflower Oil 1L,148.35,148.18,143.0,156.62,157.06,144.57
2024-08-01,P009,Fortune Sunflower Oil 1L,150.18,156.86,143.7,155.13,157.87,139.35
2024-08-02,P009,Fortune Sunflower Oil 1L,152.48,149.02,141.73,159.3,156.43,144.16
2024-08-03,P009,Fortune Sunflower Oil 1L,142.89,150.76,145.5,152.2,151.04,144.51
2024-08-04,P009,Fortune Sunflower Oil 1L,144.42,144.51,143.6,152.07,153.06,138.02
2024-08-05,P009,Fortune Sunflower Oil 1L,150.06,143.57,140.64,154.03,153.78,137.86
2024-08-06,P009,Fortune Sunflower Oil 1L,148.86,146.11,141.46,155.56,148.55,136.04
2024-08-07,P009,Fortune Sunflower Oil 1L,157.59,159.52,145.34,160.56,158.59,149.99
2024-08-08,P009,Fortune Sunflower Oil 1L,155.43,156.3,151.84,157.79,159.52,144.09
2024-08-09,P009,Fortune Sunflower Oil 1L,152.87,154.53,150.71,157.95,155.89,145.24
2024-08-10,P009,Fortune Sunflower Oil 1L,153.77,154.66,143.78,156.88,153.71,143.49
2024-08-11,P009,Fortune Sunflower Oil 1L,149.71,155.93,145.57,160.84,163.34,144.61
2024-08-12,P009,Fortune Sunflower Oil 1L,146.26,152.07,141.34,157.78,154.38,138.35
2024-08-13,P009,Fortune Sunflower Oil 1L,153.33,155.78,149.03,153.45,161.41,142.54
2024-08-14,P009,Fortune Sunflower Oil 1L,149.43,150.25,140.73,154.12,151.49,141.45
2024-08-15,P009,Fortune Sunflower Oil 1L,155.43,153.55,150.71,159.96,157.71,144.61
2024-08-16,P009,Fortune Sunflower Oil 1L,153.41,150.32,150.59,158.24,152.92,140.41
2024-08-17,P009,Fortune Sunflower Oil 1L,141.99,149.78,144.99,157.36,153.48,135.76
2024-08-18,P009,Fortune Sunflower Oil 1L,150.98,151.66,151.96,158.04,159.34,145.12
2024-08-19,P009,Fortune Sunflower Oil 1L,152.45,158.34,148.81,159.05,154.23,142.18
2024-08-20,P009,Fortune Sunflower Oil 1L,150.54,152.27,147.11,163.18,160.94,142.9
2024-08-21,P009,Fortune Sunflower Oil 1L,156.98,151.24,151.31,160.88,161.01,143.09
2024-08-22,P009,Fortune Sunflower Oil 1L,154.9,153.05,147.11,157.43,162.65,142.54
2024-08-23,P009,Fortune Sunflower Oil 1L,148.95,152.91,145.44,160.23,157.69,148.67
2024-08-24,P009,Fortune Sunflower Oil 1L,157.27,160.46,146.21,164.62,163.84,150.86
2024-08-25,P009,Fortune Sunflower Oil 1L,156.07,149.92,146.89,154.3,154.53,143.61
2024-08-26,P009,Fortune Sunflower Oil 1L,152.07,148.67,140.44,152.23,158.43,145.11
2024-08-27,P009,Fortune Sunflower Oil 1L,151.03,147.49,143.7,161.65,159.54,143.04
2024-08-28,P009,Fortune Sunflower Oil 1L,146.7,155.86,148.72,156.54,160.42,139.18
2024-08-29,P009,Fortune Sunflower Oil 1L,152.61,153.43,153.32,162.62,157.43,151.2
2024-08-30,P009,Fortune Sunflower Oil 1L,149.45,154.9,152.71,161.05,160.47,148.95
2024-08-31,P009,Fortune Sunflower Oil 1L,156.15,151.73,150.46,155.36,163.76,147.73
2024-09-01,P009,Fortune Sunflower Oil 1L,150.76,161.08,153.16,164.08,166.21,150.18
2024-09-02,P009,Fortune Sunflower Oil 1L,147.77,150.46,149.63,162.37,162.05,141.24
2024-09-03,P009,Fortune Sunflower Oil 1L,155.14,158.43,147.6,165.21,161.46,148.85
2024-09-04,P009,Fortune Sunflower Oil 1L,145.0,153.34,143.6,156.85,151.83,136.58
2024-09-05,P009,Fortune Sunflower Oil 1L,151.94,153.8,144.12,161.16,158.92,139.22
2024-09-06,P009,Fortune Sunflower Oil 1L,154.12,159.72,146.84,159.9,163.76,142.39
2024-09-07,P009,Fortune Sunflower Oil 1L,157.32,161.83,152.66,168.22,163.63,145.05
2024-09-08,P009,Fortune Sunflower Oil 1L,149.42,151.75,145.38,159.78,153.11,137.37
2024-09-09,P009,Fortune Sunflower Oil 1L,152.01,152.39,147.39,152.26,160.46,139.73
2024-09-10,P009,Fortune Sunflower Oil 1L,145.57,150.97,139.02,152.4,155.33,144.25
2024-09-11,P009,Fortune Sunflower Oil 1L,158.62,160.65,148.08,164.65,163.44,146.83
2024-09-12,P009,Fortune Sunflower Oil 1L,149.81,154.34,140.61,155.57,150.8,137.66
2024-09-13,P009,Fortune Sunflower Oil 1L,154.07,158.9,145.56,160.54,166.88,152.41
2024-09-14,P009,Fortune Sunflower Oil 1L,146.62,153.51,150.03,154.25,154.08,147.34
2024-09-15,P009,Fortune Sunflower Oil 1L,154.22,157.71,147.73,159.81,162.39,146.25
2024-09-16,P009,Fortune Sunflower Oil 1L,146.57,154.15,141.43,154.61,156.34,140.44
2024-09-17,P009,Fortune Sunflower Oil 1L,153.24,153.81,140.7,153.7,159.24,139.32
2024-09-18,P009,Fortune Sunflower Oil 1L,154.29,162.63,152.04,161.58,162.1,151.78
2024-09-19,P009,Fortune Sunflower Oil 1L,150.23,157.89,145.18,158.87,160.36,143.96
2024-09-20,P009,Fortune Sunflower Oil 1L,152.63,156.43,142.48,156.95,155.65,145.65
2024-09-21,P009,Fortune Sunflower Oil 1L,152.04,147.25,145.45,161.67,153.15,143.31
2024-09-22,P009,Fortune Sunflower Oil 1L,159.54,162.94,155.67,164.82,159.86,150.03
2024-09-23,P009,Fortune Sunflower Oil 1L,161.25,156.5,152.37,169.32,159.82,145.51
2024-09-24,P009,Fortune Sunflower Oil 1L,156.48,159.77,152.55,163.39,159.16,141.7
2024-09-25,P009,Fortune Sunflower Oil 1L,151.46,161.67,148.39,158.48,155.79,144.83
2024-09-26,P009,Fortune Sunflower Oil 1L,148.54,151.0,144.82,164.69,157.43,146.45
2024-09-27,P009,Fortune Sunflower Oil 1L,145.16,153.19,147.45,157.24,156.19,138.5
2024-09-28,P009,Fortune Sunflower Oil 1L,150.11,147.8,148.38,155.28,158.97,136.74
2024-09-29,P009,Fortune Sunflower Oil 1L,151.59,154.96,144.2,157.98,161.06,142.66
2024-09-30,P009,Fortune Sunflower Oil 1L,150.81,160.13,151.28,159.65,160.18,143.05
2024-10-01,P009,Fortune Sunflower Oil 1L,158.03,167.7,153.67,167.75,165.53,151.07
2024-10-02,P009,Fortune Sunflower Oil 1L,163.33,167.58,158.65,163.98,164.96,155.06
2024-10-03,P009,Fortune Sunflower Oil 1L,164.18,159.35,158.82,168.58,166.31,151.99
2024-10-04,P009,Fortune Sunflower Oil 1L,158.04,163.59,155.67,165.69,168.39,154.76
2024-10-05,P009,Fortune Sunflower Oil 1L,165.12,163.04,158.48,168.14,163.86,148.94
2024-10-06,P009,Fortune Sunflower Oil 1L,150.82,158.38,151.32,158.54,163.4,142.4
2024-10-07,P009,Fortune Sunflower Oil 1L,151.71,155.08,146.04,166.1,156.1,149.12
2024-10-08,P009,Fortune Sunflower Oil 1L,150.54,155.38,151.37,159.88,165.61,150.54
2024-10-09,P009,Fortune Sunflower Oil 1L,158.38,161.31,159.67,167.38,165.5,155.57
2024-10-10,P009,Fortune Sunflower Oil 1L,158.44,161.65,151.64,167.41,163.38,143.66
2024-10-11,P009,Fortune Sunflower Oil 1L,151.61,160.94,145.69,156.75,161.23,140.61
2024-10-12,P009,Fortune Sunflower Oil 1L,154.16,156.46,152.81,165.67,159.1,150.51
2024-10-13,P009,Fortune Sunflower Oil 1L,162.7,164.03,155.82,166.9,169.58,152.98
2024-10-14,P009,Fortune Sunflower Oil 1L,159.74,164.65,156.67,170.09,171.58,153.04
2024-10-15,P009,Fortune Sunflower Oil 1L,156.52,163.28,147.95,167.68,163.49,148.98
2024-10-16,P009,Fortune Sunflower Oil 1L,160.64,160.4,150.43,159.79,164.44,144.76
2024-10-17,P009,Fortune Sunflower Oil 1L,162.08,163.01,155.35,173.81,172.32,150.25
2024-10-18,P009,Fortune Sunflower Oil 1L,156.74,157.47,149.58,165.67,162.49,154.14
2024-10-19,P009,Fortune Sunflower Oil 1L,161.33,166.49,155.15,165.46,170.73,150.1
2024-10-20,P009,Fortune Sunflower Oil 1L,165.35,167.74,158.86,172.09,168.69,154.27
2024-10-21,P009,Fortune Sunflower Oil 1L,159.98,166.26,155.53,166.99,165.3,152.63
2024-10-22,P009,Fortune Sunflower Oil 1L,152.0,160.75,147.95,165.89,161.24,143.41
2024-10-23,P009,Fortune Sunflower Oil 1L,162.48,162.54,159.22,166.64,164.71,155.61
2024-10-24,P009,Fortune Sunflower Oil 1L,156.02,155.27,150.63,161.61,166.25,143.02
2024-10-25,P009,Fortune Sunflower Oil 1L,160.2,160.46,152.39,171.79,171.39,152.35
2024-10-26,P009,Fortune Sunflower Oil 1L,153.02,161.88,155.19,161.42,165.29,154.04
2024-10-27,P009,Fortune Sunflower Oil 1L,164.81,162.83,157.89,169.44,170.07,156.77
2024-10-28,P009,Fortune Sunflower Oil 1L,160.88,157.61,159.03,164.83,168.61,147.53
2024-10-29,P009,Fortune Sunflower Oil 1L,156.62,157.01,148.83,160.77,163.54,145.59
2024-10-30,P009,Fortune Sunflower Oil 1L,161.95,169.63,154.9,173.99,174.59,160.52
2024-10-31,P009,Fortune Sunflower Oil 1L,165.09,167.8,161.22,173.56,175.76,152.94
2024-11-01,P009,Fortune Sunflower Oil 1L,164.71,162.5,161.7,174.57,168.71,150.12
2024-11-02,P009,Fortune Sunflower Oil 1L,165.07,164.06,158.09,170.35,173.2,158.21
2024-11-03,P009,Fortune Sunflower Oil 1L,161.26,158.01,148.58,170.26,164.8,148.46
2024-11-04,P009,Fortune Sunflower Oil 1L,166.06,170.14,162.82,174.0,174.16,156.78
2024-11-05,P009,Fortune Sunflower Oil 1L,154.23,161.46,149.7,172.12,161.76,150.48
2024-11-06,P009,Fortune Sunflower Oil 1L,158.69,162.8,152.2,165.42,170.57,154.19
2024-11-07,P009,Fortune Sunflower Oil 1L,154.8,163.77,155.31,168.57,161.92,148.67
2024-11-08,P009,Fortune Sunflower Oil 1L,165.15,162.62,159.97,169.38,174.44,158.83
2024-11-09,P009,Fortune Sunflower Oil 1L,157.96,162.16,161.03,169.73,169.07,150.3
2024-11-10,P009,Fortune Sunflower Oil 1L,154.8,163.46,154.4,162.03,160.51,152.96
2024-11-11,P009,Fortune Sunflower Oil 1L,157.75,168.07,160.59,171.71,165.12,148.5
