date,product_id,product_name,amazon,flipkart,jiomart,blinkit,zepto,dmart_ready
2024-02-28,P007,Borges Extra Virgin Olive Oil 1L,1513.65,1541.12,1500.18,1570.75,1552.87,1478.57
2024-02-29,P007,Borges Extra Virgin Olive Oil 1L,1485.43,1510.7,1460.72,1545.37,1525.62,1430.54
2024-03-01,P007,Borges Extra Virgin Olive Oil 1L,1468.57,1473.7,1428.29,1521.57,1492.95,1410.99
2024-03-02,P007,Borges Extra Virgin Olive Oil 1L,1482.81,1491.33,1442.23,1524.17,1509.53,1431.54
2024-03-03,P007,Borges Extra Virgin Olive Oil 1L,1475.64,1497.59,1449.47,1522.4,1505.33,1416.15
2024-03-04,P007,Borges Extra Virgin Olive Oil 1L,1508.84,1519.29,1464.51,1552.97,1536.97,1448.63
2024-03-05,P007,Borges Extra Virgin Olive Oil 1L,1490.38,1492.4,1460.27,1534.94,1514.8,1435.44
2024-03-06,P007,Borges Extra Virgin Olive Oil 1L,1468.74,1488.99,1430.85,1518.94,1498.7,1424.96
2024-03-07,P007,Borges Extra Virgin Olive Oil 1L,1510.68,1525.55,1475.11,1551.75,1551.47,1458.99
2024-03-08,P007,Borges Extra Virgin Olive Oil 1L,1442.46,1463.88,1430.17,1494.63,1499.88,1407.53
2024-03-09,P007,Borges Extra Virgin Olive Oil 1L,1478.04,1491.26,1447.73,1516.26,1509.7,1422.68
2024-03-10,P007,Borges Extra Virgin Olive Oil 1L,1515.33,1528.96,1486.57,1555.81,1543.23,1462.99
2024-03-11,P007,Borges Extra Virgin Olive Oil 1L,1484.17,1491.59,1453.07,1529.04,1518.84,1420.69
2024-03-12,P007,Borges Extra Virgin Olive Oil 1L,1470.69,1477.78,1426.93,1512.07,1515.18,1422.26
2024-03-13,P007,Borges Extra Virgin Olive Oil 1L,1465.64,1489.19,1446.79,1517.13,1518.63,1429.11
2024-03-14,P007,Borges Extra Virgin Olive Oil 1L,1471.4,1493.89,1440.34,1523.08,1516.65,1425.22
2024-03-15,P007,Borges Extra Virgin Olive Oil 1L,1462.69,1482.57,1439.35,1512.16,1502.54,1412.68
2024-03-16,P007,Borges Extra Virgin Olive Oil 1L,1459.67,1487.83,1424.83,1514.03,1508.13,1423.14
2024-03-17,P007,Borges Extra Virgin Olive Oil 1L,1491.66,1516.65,1467.0,1539.3,1528.47,1448.07
2024-03-18,P007,Borges Extra Virgin Olive Oil 1L,1470.38,1496.1,1446.18,1510.26,1507.65,1420.35
2024-03-19,P007,Borges Extra Virgin Olive Oil 1L,1458.22,1487.47,1439.34,1518.76,1510.54,1411.49
2024-03-20,P007,Borges Extra Virgin Olive Oil 1L,1452.15,1474.91,1414.29,1493.41,1492.39,1393.76
2024-03-21,P007,Borges Extra Virgin Olive Oil 1L,1462.7,1471.76,1426.55,1514.64,1502.94,1402.01
2024-03-22,P007,Borges Extra Virgin Olive Oil 1L,1464.28,1475.06,1425.94,1505.0,1490.87,1402.87
2024-03-23,P007,Borges Extra Virgin Olive Oil 1L,1438.76,1467.97,1411.04,1506.42,1484.92,1406.89
2024-03-24,P007,Borges Extra Virgin Olive Oil 1L,1414.32,1420.04,1379.16,1456.75,1442.59,1351.23
2024-03-25,P007,Borges Extra Virgin Olive Oil 1L,1401.87,1428.98,1382.6,1455.48,1444.55,1346.21
2024-03-26,P007,Borges Extra Virgin Olive Oil 1L,1456.11,1475.63,1438.04,1515.14,1510.16,1408.34
2024-03-27,P007,Borges Extra Virgin Olive Oil 1L,1486.04,1511.58,1457.4,1548.78,1535.49,1437.11
2024-03-28,P007,Borges Extra Virgin Olive Oil 1L,1443.99,1469.07,1423.08,1493.27,1487.35,1400.13
2024-03-29,P007,Borges Extra Virgin Olive Oil 1L,1392.86,1412.12,1349.33,1442.21,1433.35,1332.41
2024-03-30,P007,Borges Extra Virgin Olive Oil 1L,1425.33,1445.0,1377.36,1471.17,1466.28,1374.87
2024-03-31,P007,Borges Extra Virgin Olive Oil 1L,1465.02,1485.96,1447.18,1517.14,1505.84,1417.25
2024-04-01,P007,Borges Extra Virgin Olive Oil 1L,1477.12,1484.88,1436.99,1526.84,1513.36,1429.34
2024-04-02,P007,Borges Extra Virgin Olive Oil 1L,1485.06,1504.3,1450.16,1545.28,1518.32,1447.02
2024-04-03,P007,Borges Extra Virgin Olive Oil 1L,1448.24,1475.27,1422.22,1499.9,1485.78,1407.0
2024-04-04,P007,Borges Extra Virgin Olive Oil 1L,1453.29,1459.69,1425.29,1499.87,1485.73,1400.76
2024-04-05,P007,Borges Extra Virgin Olive Oil 1L,1433.03,1467.21,1415.52,1499.96,1479.16,1383.96
2024-04-06,P007,Borges Extra Virgin Olive Oil 1L,1472.26,1486.7,1438.79,1521.33,1512.8,1419.51
2024-04-07,P007,Borges Extra Virgin Olive Oil 1L,1486.66,1502.04,1456.79,1535.39,1532.47,1432.63
2024-04-08,P007,Borges Extra Virgin Olive Oil 1L,1439.19,1461.68,1402.81,1490.25,1469.8,1389.8
2024-04-09,P007,Borges Extra Virgin Olive Oil 1L,1458.88,1472.86,1419.15,1504.79,1485.65,1405.95
2024-04-10,P007,Borges Extra Virgin Olive Oil 1L,1475.9,1496.15,1453.39,1534.8,1514.48,1421.61
2024-04-11,P007,Borges Extra Virgin Olive Oil 1L,1472.88,1488.61,1444.37,1516.47,1503.38,1426.37
2024-04-12,P007,Borges Extra Virgin Olive Oil 1L,1438.25,1455.06,1401.96,1488.42,1464.13,1378.08
2024-04-13,P007,Borges Extra Virgin Olive Oil 1L,1466.86,1472.57,1421.81,1518.66,1497.73,1409.69
2024-04-14,P007,Borges Extra Virgin Olive Oil 1L,1456.17,1473.91,1414.63,1497.45,1495.1,1401.52
2024-04-15,P007,Borges Extra Virgin Olive Oil 1L,1416.44,1442.99,1397.09,1475.9,1471.88,1377.91
2024-04-16,P007,Borges Extra Virgin Olive Oil 1L,1475.27,1486.16,1441.72,1525.86,1506.23,1424.5
2024-04-17,P007,Borges Extra Virgin Olive Oil 1L,1478.59,1500.19,1443.46,1519.94,1517.51,1432.38
2024-04-18,P007,Borges Extra Virgin Olive Oil 1L,1469.9,1484.42,1429.9,1515.0,1497.01,1420.71
2024-04-19,P007,Borges Extra Virgin Olive Oil 1L,1460.94,1469.76,1419.92,1509.91,1488.46,1411.06
2024-04-20,P007,Borges Extra Virgin Olive Oil 1L,1462.36,1469.37,1420.42,1503.87,1487.94,1404.56
2024-04-21,P007,Borges Extra Virgin Olive Oil 1L,1427.99,1439.54,1391.99,1477.38,1474.32,1373.74
2024-04-22,P007,Borges Extra Virgin Olive Oil 1L,1478.37,1490.4,1436.57,1525.77,1510.29,1413.57
2024-04-23,P007,Borges Extra Virgin Olive Oil 1L,1470.24,1494.81,1429.51,1525.18,1512.06,1412.87
2024-04-24,P007,Borges Extra Virgin Olive Oil 1L,1430.21,1464.14,1404.79,1487.65,1481.68,1384.46
2024-04-25,P007,Borges Extra Virgin Olive Oil 1L,1426.26,1459.54,1405.98,1491.07,1481.7,1390.13
2024-04-26,P007,Borges Extra Virgin Olive Oil 1L,1393.43,1415.85,1369.3,1451.44,1427.79,1352.61
2024-04-27,P007,Borges Extra Virgin Olive Oil 1L,1449.96,1480.56,1425.94,1503.64,1487.94,1395.56
2024-04-28,P007,Borges Extra Virgin Olive Oil 1L,1478.55,1499.78,1445.3,1512.97,1516.13,1423.58
2024-04-29,P007,Borges Extra Virgin Olive Oil 1L,1434.45,1438.9,1394.51,1486.41,1470.67,1376.98
2024-04-30,P007,Borges Extra Virgin Olive Oil 1L,1443.09,1461.83,1413.43,1476.13,1478.49,1388.91
2024-05-01,P007,Borges Extra Virgin Olive Oil 1L,1421.05,1452.01,1404.18,1471.46,1464.77,1379.74
2024-05-02,P007,Borges Extra Virgin Olive Oil 1L,1472.2,1492.08,1428.48,1519.15,1510.76,1424.12
2024-05-03,P007,Borges Extra Virgin Olive Oil 1L,1461.29,1481.8,1426.03,1511.37,1500.66,1412.26
2024-05-04,P007,Borges Extra Virgin Olive Oil 1L,1468.15,1476.94,1438.79,1518.24,1496.34,1407.0
2024-05-05,P007,Borges Extra Virgin Olive Oil 1L,1415.73,1437.34,1389.81,1483.12,1473.66,1384.34
2024-05-06,P007,Borges Extra Virgin Olive Oil 1L,1416.08,1435.86,1387.51,1472.15,1453.86,1370.39
2024-05-07,P007,Borges Extra Virgin Olive Oil 1L,1434.53,1473.91,1404.79,1490.71,1484.12,1387.38
2024-05-08,P007,Borges Extra Virgin Olive Oil 1L,1356.9,1384.16,1328.0,1400.3,1400.38,1305.39
2024-05-09,P007,Borges Extra Virgin Olive Oil 1L,1439.63,1456.16,1414.05,1502.34,1480.36,1400.8
2024-05-10,P007,Borges Extra Virgin Olive Oil 1L,1425.07,1446.99,1401.68,1484.55,1472.81,1370.45
2024-05-11,P007,Borges Extra Virgin Olive Oil 1L,1369.47,1382.51,1332.96,1411.46,1400.49,1311.69
2024-05-12,P007,Borges Extra Virgin Olive Oil 1L,1450.97,1487.14,1423.91,1515.52,1507.25,1409.77
2024-05-13,P007,Borges Extra Virgin Olive Oil 1L,1427.99,1450.95,1383.49,1466.27,1465.55,1363.01
2024-05-14,P007,Borges Extra Virgin Olive Oil 1L,1409.57,1435.28,1373.99,1469.73,1463.3,1367.41
2024-05-15,P007,Borges Extra Virgin Olive Oil 1L,1420.32,1428.57,1395.78,1474.89,1449.02,1356.77
2024-05-16,P007,Borges Extra Virgin Olive Oil 1L,1404.0,1434.29,1374.65,1452.01,1456.74,1355.18
2024-05-17,P007,Borges Extra Virgin Olive Oil 1L,1436.15,1469.0,1416.41,1486.24,1474.3,1388.52
2024-05-18,P007,Borges Extra Virgin Olive Oil 1L,1414.55,1432.37,1394.97,1468.4,1465.28,1372.25
2024-05-19,P007,Borges Extra Virgin Olive Oil 1L,1448.82,1457.25,1419.74,1486.94,1492.05,1396.22
2024-05-20,P007,Borges Extra Virgin Olive Oil 1L,1407.39,1416.31,1362.37,1445.9,1448.22,1344.07
2024-05-21,P007,Borges Extra Virgin Olive Oil 1L,1447.23,1463.17,1405.47,1502.26,1484.73,1395.32
2024-05-22,P007,Borges Extra Virgin Olive Oil 1L,1404.76,1428.23,1373.82,1465.72,1441.57,1365.7
2024-05-23,P007,Borges Extra Virgin Olive Oil 1L,1418.86,1439.11,1390.42,1467.2,1448.4,1371.66
2024-05-24,P007,Borges Extra Virgin Olive Oil 1L,1439.73,1458.61,1413.69,1498.27,1478.39,1390.9
2024-05-25,P007,Borges Extra Virgin Olive Oil 1L,1448.58,1465.49,1409.58,1505.09,1492.49,1406.77
2024-05-26,P007,Borges Extra Virgin Olive Oil 1L,1442.91,1463.39,1417.28,1507.75,1497.77,1398.74
2024-05-27,P007,Borges Extra Virgin Olive Oil 1L,1410.0,1436.68,1371.13,1459.0,1455.29,1351.52
2024-05-28,P007,Borges Extra Virgin Olive Oil 1L,1419.31,1442.91,1392.95,1460.3,1450.81,1365.69
2024-05-29,P007,Borges Extra Virgin Olive Oil 1L,1443.54,1477.54,1408.98,1500.24,1498.22,1408.0
2024-05-30,P007,Borges Extra Virgin Olive Oil 1L,1453.01,1472.99,1416.48,1486.94,1488.17,1387.1
2024-05-31,P007,Borges Extra Virgin Olive Oil 1L,1409.88,1439.6,1385.64,1472.28,1459.25,1371.32
2024-06-01,P007,Borges Extra Virgin Olive Oil 1L,1393.71,1400.65,1368.7,1441.44,1433.39,1334.42
2024-06-02,P007,Borges Extra Virgin Olive Oil 1L,1371.19,1397.44,1354.03,1421.89,1414.85,1323.88
2024-06-03,P007,Borges Extra Virgin Olive Oil 1L,1379.56,1391.41,1343.61,1413.19,1416.39,1324.87
2024-06-04,P007,Borges Extra Virgin Olive Oil 1L,1389.24,1426.29,1373.15,1443.93,1442.86,1344.32
2024-06-05,P007,Borges Extra Virgin Olive Oil 1L,1406.52,1443.68,1385.42,1466.64,1453.16,1359.79
2024-06-06,P007,Borges Extra Virgin Olive Oil 1L,1350.88,1359.37,1311.78,1394.68,1377.41,1290.69
2024-06-07,P007,Borges Extra Virgin Olive Oil 1L,1372.08,1395.83,1344.07,1426.32,1408.86,1317.65
2024-06-08,P007,Borges Extra Virgin Olive Oil 1L,1416.44,1425.22,1382.64,1465.56,1461.72,1371.61
2024-06-09,P007,Borges Extra Virgin Olive Oil 1L,1396.89,1433.55,1366.7,1460.54,1440.81,1352.82
2024-06-10,P007,Borges Extra Virgin Olive Oil 1L,1413.85,1430.87,1380.96,1451.84,1440.55,1363.85
2024-06-11,P007,Borges Extra Virgin Olive Oil 1L,1358.92,1393.15,1333.52,1415.52,1413.73,1309.12
2024-06-12,P007,Borges Extra Virgin Olive Oil 1L,1408.04,1421.44,1375.82,1463.01,1443.81,1356.67
2024-06-13,P007,Borges Extra Virgin Olive Oil 1L,1372.64,1382.72,1339.12,1416.87,1413.07,1310.13
2024-06-14,P007,Borges Extra Virgin Olive Oil 1L,1361.64,1392.78,1336.15,1406.68,1397.36,1314.09
2024-06-15,P007,Borges Extra Virgin Olive Oil 1L,1401.78,1426.35,1370.98,1465.83,1444.06,1354.27
2024-06-16,P007,Borges Extra Virgin Olive Oil 1L,1384.24,1414.42,1348.95,1436.69,1422.47,1329.16
2024-06-17,P007,Borges Extra Virgin Olive Oil 1L,1398.06,1419.27,1371.12,1451.7,1432.39,1352.42
2024-06-18,P007,Borges Extra Virgin Olive Oil 1L,1372.82,1405.0,1352.43,1422.16,1411.59,1317.41
2024-06-19,P007,Borges Extra Virgin Olive Oil 1L,1346.31,1369.53,1321.44,1397.12,1385.97,1304.27
2024-06-20,P007,Borges Extra Virgin Olive Oil 1L,1384.94,1418.13,1355.25,1448.27,1431.33,1330.94
2024-06-21,P007,Borges Extra Virgin Olive Oil 1L,1367.32,1397.66,1349.5,1424.24,1410.23,1322.91
2024-06-22,P007,Borges Extra Virgin Olive Oil 1L,1393.92,1418.82,1365.29,1447.44,1431.88,1353.19
2024-06-23,P007,Borges Extra Virgin Olive Oil 1L,1357.74,1373.22,1330.35,1413.56,1403.1,1315.73
2024-06-24,P007,Borges Extra Virgin Olive Oil 1L,1391.55,1413.35,1365.21,1442.95,1440.61,1349.95
2024-06-25,P007,Borges Extra Virgin Olive Oil 1L,1390.03,1414.46,1362.91,1451.44,1430.62,1348.81
2024-06-26,P007,Borges Extra Virgin Olive Oil 1L,1391.35,1404.22,1353.67,1433.34,1425.73,1337.6
2024-06-27,P007,Borges Extra Virgin Olive Oil 1L,1404.1,1418.81,1359.41,1439.94,1444.59,1344.75
2024-06-28,P007,Borges Extra Virgin Olive Oil 1L,1379.5,1402.84,1347.57,1430.82,1412.46,1332.73
2024-06-29,P007,Borges Extra Virgin Olive Oil 1L,1381.19,1406.33,1357.38,1429.84,1419.81,1339.41
2024-06-30,P007,Borges Extra Virgin Olive Oil 1L,1379.2,1394.49,1347.94,1419.87,1417.17,1334.26
2024-07-01,P007,Borges Extra Virgin Olive Oil 1L,1355.22,1384.74,1324.04,1401.2,1405.19,1308.06
2024-07-02,P007,Borges Extra Virgin Olive Oil 1L,1357.64,1378.06,1340.32,1422.65,1397.01,1319.71
2024-07-03,P007,Borges Extra Virgin Olive Oil 1L,1353.6,1377.32,1314.83,1409.05,1379.63,1301.72
2024-07-04,P007,Borges Extra Virgin Olive Oil 1L,1377.31,1408.57,1348.67,1430.42,1436.6,1329.64
2024-07-05,P007,Borges Extra Virgin Olive Oil 1L,1349.87,1367.95,1336.25,1406.79,1404.56,1304.39
2024-07-06,P007,Borges Extra Virgin Olive Oil 1L,1403.24,1420.1,1367.06,1441.51,1445.19,1352.82
2024-07-07,P007,Borges Extra Virgin Olive Oil 1L,1324.64,1337.46,1290.5,1381.38,1366.55,1270.93
2024-07-08,P007,Borges Extra Virgin Olive Oil 1L,1380.0,1389.84,1355.22,1435.04,1415.26,1328.22
2024-07-09,P007,Borges Extra Virgin Olive Oil 1L,1375.59,1397.89,1355.69,1436.99,1417.84,1331.4
2024-07-10,P007,Borges Extra Virgin Olive Oil 1L,1393.21,1412.7,1353.19,1426.99,1417.02,1337.65
2024-07-11,P007,Borges Extra Virgin Olive Oil 1L,1381.7,1405.65,1348.18,1429.08,1424.69,1328.42
2024-07-12,P007,Borges Extra Virgin Olive Oil 1L,1361.74,1370.71,1316.65,1412.42,1391.9,1309.71
2024-07-13,P007,Borges Extra Virgin Olive Oil 1L,1341.14,1366.43,1307.43,1397.76,1379.07,1299.31
2024-07-14,P007,Borges Extra Virgin Olive Oil 1L,1376.46,1398.56,1338.84,1422.61,1409.28,1313.04
2024-07-15,P007,Borges Extra Virgin Olive Oil 1L,1387.86,1405.42,1346.93,1435.44,1419.48,1323.48
2024-07-16,P007,Borges Extra Virgin Olive Oil 1L,1351.24,1386.78,1323.61,1412.66,1398.21,1306.67
2024-07-17,P007,Borges Extra Virgin Olive Oil 1L,1385.99,1406.15,1355.87,1435.65,1426.17,1344.65
2024-07-18,P007,Borges Extra Virgin Olive Oil 1L,1362.45,1385.61,1336.67,1416.13,1400.03,1316.89
2024-07-19,P007,Borges Extra Virgin Olive Oil 1L,1383.43,1388.38,1344.74,1434.28,1416.55,1320.37
2024-07-20,P007,Borges Extra Virgin Olive Oil 1L,1390.21,1401.11,1360.21,1434.66,1418.19,1335.24
2024-07-21,P007,Borges Extra Virgin Olive Oil 1L,1354.4,1364.44,1307.41,1392.69,1389.01,1292.07
2024-07-22,P007,Borges Extra Virgin Olive Oil 1L,1335.65,1361.48,1301.08,1379.55,1387.62,1284.44
2024-07-23,P007,Borges Extra Virgin Olive Oil 1L,1368.47,1380.61,1327.74,1405.85,1404.13,1319.48
2024-07-24,P007,Borges Extra Virgin Olive Oil 1L,1358.5,1368.98,1322.63,1399.85,1404.87,1295.03
2024-07-25,P007,Borges Extra Virgin Olive Oil 1L,1380.84,1403.61,1342.3,1429.49,1423.93,1338.46
2024-07-26,P007,Borges Extra Virgin Olive Oil 1L,1354.67,1365.15,1317.42,1405.57,1383.61,1301.08
2024-07-27,P007,Borges Extra Virgin Olive Oil 1L,1354.07,1387.03,1326.66,1414.71,1395.9,1301.12
2024-07-28,P007,Borges Extra Virgin Olive Oil 1L,1323.84,1352.77,1306.91,1372.47,1363.17,1283.57
2024-07-29,P007,Borges Extra Virgin Olive Oil 1L,1336.58,1352.99,1315.75,1392.44,1373.37,1288.84
2024-07-30,P007,Borges Extra Virgin Olive Oil 1L,1360.73,1378.33,1321.38,1407.81,1403.48,1313.18
2024-07-31,P007,Borges Extra Virgin Olive Oil 1L,1360.73,1384.91,1324.81,1405.39,1401.18,1319.54
2024-08-01,P007,Borges Extra Virgin Olive Oil 1L,1340.63,1357.36,1315.23,1386.11,1374.0,1286.88
2024-08-02,P007,Borges Extra Virgin Olive Oil 1L,1348.41,1372.61,1313.96,1400.56,1384.02,1297.16
2024-08-03,P007,Borges Extra Virgin Olive Oil 1L,1326.34,1343.07,1296.85,1386.0,1372.51,1279.01
2024-08-04,P007,Borges Extra Virgin Olive Oil 1L,1331.59,1338.76,1296.11,1381.67,1359.64,1280.91
2024-08-05,P007,Borges Extra Virgin Olive Oil 1L,1329.21,1351.67,1291.69,1372.08,1364.26,1289.25
2024-08-06,P007,Borges Extra Virgin Olive Oil 1L,1316.29,1341.37,1294.32,1382.6,1375.55,1282.39
2024-08-07,P007,Borges Extra Virgin Olive Oil 1L,1332.43,1350.12,1307.88,1369.7,1372.52,1274.05
2024-08-08,P007,Borges Extra Virgin Olive Oil 1L,1318.45,1347.61,1296.47,1386.81,1359.37,1272.29
2024-08-09,P007,Borges Extra Virgin Olive Oil 1L,1350.1,1376.76,1336.28,1415.7,1396.28,1319.62
2024-08-10,P007,Borges Extra Virgin Olive Oil 1L,1375.69,1390.83,1345.95,1429.12,1405.92,1328.26
2024-08-11,P007,Borges Extra Virgin Olive Oil 1L,1290.75,1308.88,1255.12,1338.9,1319.93,1228.72
2024-08-12,P007,Borges Extra Virgin Olive Oil 1L,1374.5,1387.59,1350.59,1422.25,1412.76,1317.4
2024-08-13,P007,Borges Extra Virgin Olive Oil 1L,1338.33,1352.15,1308.92,1383.21,1375.89,1292.37
2024-08-14,P007,Borges Extra Virgin Olive Oil 1L,1352.58,1359.54,1318.08,1397.46,1378.67,1297.24
2024-08-15,P007,Borges Extra Virgin Olive Oil 1L,1354.9,1360.33,1318.07,1398.91,1390.83,1291.37
2024-08-16,P007,Borges Extra Virgin Olive Oil 1L,1329.31,1340.24,1286.17,1374.62,1357.77,1279.52
2024-08-17,P007,Borges Extra Virgin Olive Oil 1L,1337.05,1353.82,1307.88,1372.03,1379.9,1271.37
2024-08-18,P007,Borges Extra Virgin Olive Oil 1L,1329.54,1355.57,1295.15,1390.94,1380.12,1293.59
2024-08-19,P007,Borges Extra Virgin Olive Oil 1L,1323.53,1347.94,1304.03,1383.01,1355.81,1269.34
2024-08-20,P007,Borges Extra Virgin Olive Oil 1L,1324.64,1359.4,1301.57,1382.84,1364.45,1287.54
2024-08-21,P007,Borges Extra Virgin Olive Oil 1L,1348.36,1360.23,1312.64,1390.48,1382.43,1289.06
2024-08-22,P007,Borges Extra Virgin Olive Oil 1L,1355.16,1361.15,1317.17,1386.97,1382.31,1293.61
2024-08-23,P007,Borges Extra Virgin Olive Oil 1L,1351.04,1373.07,1311.04,1396.33,1387.18,1292.4
2024-08-24,P007,Borges Extra Virgin Olive Oil 1L,1304.96,1340.34,1283.15,1365.2,1355.42,1273.51
2024-08-25,P007,Borges Extra Virgin Olive Oil 1L,1351.33,1380.84,1328.13,1407.29,1387.26,1310.46
2024-08-26,P007,Borges Extra Virgin Olive Oil 1L,1336.63,1354.13,1301.05,1374.75,1366.41,1276.32
2024-08-27,P007,Borges Extra Virgin Olive Oil 1L,1337.86,1361.3,1317.99,1394.83,1380.8,1281.85
2024-08-28,P007,Borges Extra Virgin Olive Oil 1L,1358.75,1376.64,1331.39,1401.73,1398.33,1305.93
2024-08-29,P007,Borges Extra Virgin Olive Oil 1L,1311.86,1344.79,1286.32,1364.01,1364.79,1272.19
2024-08-30,P007,Borges Extra Virgin Olive Oil 1L,1346.02,1367.77,1313.83,1398.6,1388.35,1299.12
2024-08-31,P007,Borges Extra Virgin Olive Oil 1L,1321.78,1337.35,1296.61,1377.97,1362.56,1268.74
2024-09-01,P007,Borges Extra Virgin Olive Oil 1L,1349.05,1362.77,1329.83,1405.33,1398.63,1306.15
2024-09-02,P007,Borges Extra Virgin Olive Oil 1L,1345.88,1364.99,1312.49,1386.91,1376.96,1288.1
2024-09-03,P007,Borges Extra Virgin Olive Oil 1L,1356.72,1373.04,1327.7,1406.62,1401.06,1315.64
2024-09-04,P007,Borges Extra Virgin Olive Oil 1L,1340.65,1360.98,1304.9,1391.37,1389.87,1294.96
2024-09-05,P007,Borges Extra Virgin Olive Oil 1L,1349.65,1376.76,1310.07,1398.15,1392.03,1288.99
2024-09-06,P007,Borges Extra Virgin Olive Oil 1L,1339.02,1366.69,1308.87,1400.43,1386.52,1289.6
2024-09-07,P007,Borges Extra Virgin Olive Oil 1L,1364.48,1377.48,1333.49,1404.31,1391.56,1302.54
2024-09-08,P007,Borges Extra Virgin Olive Oil 1L,1377.35,1389.43,1335.94,1428.08,1416.35,1321.36
2024-09-09,P007,Borges Extra Virgin Olive Oil 1L,1374.91,1394.06,1338.39,1420.96,1407.29,1312.68
2024-09-10,P007,Borges Extra Virgin Olive Oil 1L,1338.84,1342.76,1303.99,1376.14,1364.3,1271.09
2024-09-11,P007,Borges Extra Virgin Olive Oil 1L,1358.22,1384.26,1326.63,1410.57,1400.56,1313.58
2024-09-12,P007,Borges Extra Virgin Olive Oil 1L,1328.49,1353.01,1296.97,1375.16,1374.24,1283.57
2024-09-13,P007,Borges Extra Virgin Olive Oil 1L,1376.42,1389.34,1346.74,1421.07,1416.75,1335.27
2024-09-14,P007,Borges Extra Virgin Olive Oil 1L,1337.13,1351.77,1313.51,1384.46,1384.24,1290.49
2024-09-15,P007,Borges Extra Virgin Olive Oil 1L,1358.55,1369.8,1310.52,1396.69,1381.5,1293.73
2024-09-16,P007,Borges Extra Virgin Olive Oil 1L,1331.17,1351.84,1303.38,1373.46,1370.56,1285.78
2024-09-17,P007,Borges Extra Virgin Olive Oil 1L,1367.38,1373.2,1326.0,1399.73,1397.89,1299.31
2024-09-18,P007,Borges Extra Virgin Olive Oil 1L,1345.79,1381.64,1318.71,1411.0,1391.66,1304.88
2024-09-19,P007,Borges Extra Virgin Olive Oil 1L,1365.98,1381.71,1334.27,1404.98,1396.64,1302.67
2024-09-20,P007,Borges Extra Virgin Olive Oil 1L,1345.13,1359.27,1317.56,1386.63,1373.13,1287.08
2024-09-21,P007,Borges Extra Virgin Olive Oil 1L,1345.06,1365.8,1313.43,1384.32,1379.17,1293.6
2024-09-22,P007,Borges Extra Virgin Olive Oil 1L,1336.24,1370.03,1318.06,1390.31,1382.09,1298.23
2024-09-23,P007,Borges Extra Virgin Olive Oil 1L,1366.59,1382.84,1323.52,1412.08,1402.64,1313.37
2024-09-24,P007,Borges Extra Virgin Olive Oil 1L,1343.18,1366.05,1322.06,1402.3,1392.18,1304.84
2024-09-25,P007,Borges Extra Virgin Olive Oil 1L,1310.54,1338.99,1283.05,1378.18,1358.11,1273.88
2024-09-26,P007,Borges Extra Virgin Olive Oil 1L,1330.27,1345.07,1305.25,1379.32,1368.15,1280.2
